Publicar,sku,nombre_producto,Descripciones,nombre_variante,grupo_variante,presentacion,color,categoria,subcategoria,precio_cop,stock,gestionar_stock,peso_kg,codigo_industrial,url_slug,imagen_principal,galeria_imagenes,usos,caracteristicas,aplicacion_faq,pre_tratamiento,ficha_tecnica_url,ghs_pictogramas,precauciones_h,consejos_prudencia_p,modo_empleo
SI,CO-MN-003,MEGAFORT  Negro,"Es un adhesivo industrial de alto desempeño formulado con cauchos de policloropreno, resinas sintéticas y solventes orgánicos. Se caracteriza por ser un líquido viscoso de color amarillo oscuro traslúcido.

Usos Principales:
Unión de materiales como cuero, fieltro, madera, fórmica, aglomerados, espumas, sintéticos, micoporosa y neolite.
Carpintería, mueblería, enchapados, acabados de construcción (tapetes, guarda escobas) y tapicería (muebles y automotores). ",MEGAFORT  Negro 3L,CO-MN,3L,,Calzado,Multiusos,,0,1,,1111150317,megafort-negro-3l,products/Megafort Negro/Megafort_Negro_3000/Megafort_Negro_3000-01.jpg,products/Megafort Negro/Megafort_Negro_3000/Megafort_Negro_3000-02.jpg|products/Megafort Negro/Megafort_Negro_3000/Megafort_Negro_3000-03.jpg,ADHESIVO ESTRUCTURAL DE ALTO DESEMPEÑO,Alta fuerza inicial Excelente fuerza final Unión estructural Buena aplicación,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P260: no respirar vapores. P280: usar guantes, ropa y protección ocular. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar with agua. P370 + P378: en caso de incendio, usar espuma, polvo químico o CO2. P403+P235: almacenar en lugar ventilado y fresco. P501: eliminar el contenido conforme a normativa.","Preparar: retire polvo, grasa o contaminantes, lijando o cardando la superficie; 2. Aplicar: limpie residuos y aplique una capa uniforme, en materiales porosos aplique una segunda capa tras 5 a 10 minutos; 3. Secado: deje secar sin exceder 80 minutos; 4. Unir: junte las superficies y aplique presión con rodillo, martillo o prensa."
SI,CO-MN-045,MEGAFORT  Negro,"Es un adhesivo industrial de alto desempeño formulado con cauchos de policloropreno, resinas sintéticas y solventes orgánicos. Se caracteriza por ser un líquido viscoso de color amarillo oscuro traslúcido.

Usos Principales:
Unión de materiales como cuero, fieltro, madera, fórmica, aglomerados, espumas, sintéticos, micoporosa y neolite.
Carpintería, mueblería, enchapados, acabados de construcción (tapetes, guarda escobas) y tapicería (muebles y automotores). ",MEGAFORT  Negro 4.5 Gal,CO-MN,4.5 Gal,,Calzado,Multiusos,,0,1,,1111060327,megafort-negro-4-5-gal,products/Megafort Negro/Megafort_Negro_4.5Gal/Megafort_Negro_4.5Gal.jpg,,ADHESIVO ESTRUCTURAL DE ALTO DESEMPEÑO,Alta fuerza inicial Excelente fuerza final Unión estructural Buena aplicación,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P260: no respirar vapores. P280: usar guantes, ropa y protección ocular. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar with agua. P370 + P378: en caso de incendio, usar espuma, polvo químico o CO2. P403+P235: almacenar en lugar ventilado y fresco. P501: eliminar el contenido conforme a normativa.","Preparar: retire polvo, grasa o contaminantes, lijando o cardando la superficie; 2. Aplicar: limpie residuos y aplique una capa uniforme, en materiales porosos aplique una segunda capa tras 5 a 10 minutos; 3. Secado: deje secar sin exceder 80 minutos; 4. Unir: junte las superficies y aplique presión con rodillo, martillo o prensa."
SI,CO-MN-080,MEGAFORT  Negro,"Es un adhesivo industrial de alto desempeño formulado con cauchos de policloropreno, resinas sintéticas y solventes orgánicos. Se caracteriza por ser un líquido viscoso de color amarillo oscuro traslúcido.

Usos Principales:
Unión de materiales como cuero, fieltro, madera, fórmica, aglomerados, espumas, sintéticos, micoporosa y neolite.
Carpintería, mueblería, enchapados, acabados de construcción (tapetes, guarda escobas) y tapicería (muebles y automotores). ",MEGAFORT  Negro 8 Gal,CO-MN,8 Gal,,Calzado,Multiusos,,0,1,,1111150383,megafort-negro-8-gal,products/Megafort Negro/Megafort_Negro_8Gal/Megafort_8Gal.jpg,,ADHESIVO ESTRUCTURAL DE ALTO DESEMPEÑO,Alta fuerza inicial Excelente fuerza final Unión estructural Buena aplicación,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P260: no respirar vapores. P280: usar guantes, ropa y protección ocular. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar with agua. P370 + P378: en caso de incendio, usar espuma, polvo químico o CO2. P403+P235: almacenar en lugar ventilado y fresco. P501: eliminar el contenido conforme a normativa.","Preparar: retire polvo, grasa o contaminantes, lijando o cardando la superficie; 2. Aplicar: limpie residuos y aplique una capa uniforme, en materiales porosos aplique una segunda capa tras 5 a 10 minutos; 3. Secado: deje secar sin exceder 80 minutos; 4. Unir: junte las superficies y aplique presión con rodillo, martillo o prensa."
SI,CO-MN-530,MEGAFORT  Negro,"Es un adhesivo industrial de alto desempeño formulado con cauchos de policloropreno, resinas sintéticas y solventes orgánicos. Se caracteriza por ser un líquido viscoso de color amarillo oscuro traslúcido.

Usos Principales:
Unión de materiales como cuero, fieltro, madera, fórmica, aglomerados, espumas, sintéticos, micoporosa y neolite.
Carpintería, mueblería, enchapados, acabados de construcción (tapetes, guarda escobas) y tapicería (muebles y automotores). ",MEGAFORT  Negro 53 Gal,CO-MN,53 Gal,,Calzado,Multiusos,,0,1,,11111190252,megafort-negro-53-gal,products/Megafort Negro/Megafort_Negro_53Gal/Megafort_53Gal.jpg,,ADHESIVO ESTRUCTURAL DE ALTO DESEMPEÑO,Alta fuerza inicial Excelente fuerza final Unión estructural Buena aplicación,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P260: no respirar vapores. P280: usar guantes, ropa y protección ocular. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar with agua. P370 + P378: en caso de incendio, usar espuma, polvo químico o CO2. P403+P235: almacenar en lugar ventilado y fresco. P501: eliminar el contenido conforme a normativa.","Preparar: retire polvo, grasa o contaminantes, lijando o cardando la superficie; 2. Aplicar: limpie residuos y aplique una capa uniforme, en materiales porosos aplique una segunda capa tras 5 a 10 minutos; 3. Secado: deje secar sin exceder 80 minutos; 4. Unir: junte las superficies y aplique presión con rodillo, martillo o prensa."
SI,CO-MT-003,MEGAFORT  Tack,"Es un adhesivo industrial de alto desempeño formulado con cauchos de policloropreno, resinas sintéticas y solventes orgánicos. Se caracteriza por ser un líquido viscoso de color amarillo oscuro traslúcido.

Usos Principales:
Unión de materiales como cuero, fieltro, madera, fórmica, aglomerados, espumas, sintéticos, micoporosa y neolite.
Carpintería, mueblería, enchapados, acabados de construcción (tapetes, guarda escobas) y tapicería (muebles y automotores).
",MEGAFORT  Tack 3L,CO-MT,3L,,Calzado,Multiusos,,0,1,,1111190117,megafort-tack-3l,products/Megafort Tack/Megafort_Tack_3000/Megafort Track - 3000_0034s_0000_1 Megafort Track - 3000.jpg,products/Megafort Tack/Megafort_Tack_3000/Megafort Track - 3000_0034s_0001_2 Megafort Track - 3000 .jpg|products/Megafort Tack/Megafort_Tack_3000/Megafort Track - 3000_0034s_0002_3 Megafort Track - 3000.jpg,ADHESIVO ESTRUCTURAL DE ALTO DESEMPEÑO,Alta fuerza inicial Excelente fuerza final Unión estructural Buena aplicación,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P260: no respirar vapores. P280: usar guantes, ropa y protección ocular. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar with agua. P370 + P378: en caso de incendio, usar espuma, polvo químico o CO2. P403+P235: almacenar en lugar ventilado y fresco. P501: eliminar el contenido conforme a normativa.","Preparar: retire polvo, grasa o contaminantes, lijando o cardando la superficie; 2. Aplicar: limpie residuos y aplique una capa uniforme, en materiales porosos aplique una segunda capa tras 5 a 10 minutos; 3. Secado: deje secar sin exceder 80 minutos; 4. Unir: junte las superficies y aplique presión con rodillo, martillo o prensa."
SI,CO-MT-045,MEGAFORT  Tack,"Es un adhesivo industrial de alto desempeño formulado con cauchos de policloropreno, resinas sintéticas y solventes orgánicos. Se caracteriza por ser un líquido viscoso de color amarillo oscuro traslúcido.

Usos Principales:
Unión de materiales como cuero, fieltro, madera, fórmica, aglomerados, espumas, sintéticos, micoporosa y neolite.
Carpintería, mueblería, enchapados, acabados de construcción (tapetes, guarda escobas) y tapicería (muebles y automotores).
",MEGAFORT  Tack 4.5 Gal,CO-MT,4.5 Gal,,Calzado,Multiusos,,0,1,,1111060327,megafort-tack-4-5-gal,products/Megafort Tack/Megafort_Tack_4.5Gal/Megafort_Negro_4.5Gal.jpg,,ADHESIVO ESTRUCTURAL DE ALTO DESEMPEÑO,Alta fuerza inicial Excelente fuerza final Unión estructural Buena aplicación,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P260: no respirar vapores. P280: usar guantes, ropa y protección ocular. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar with agua. P370 + P378: en caso de incendio, usar espuma, polvo químico o CO2. P403+P235: almacenar en lugar ventilado y fresco. P501: eliminar el contenido conforme a normativa.","Preparar: retire polvo, grasa o contaminantes, lijando o cardando la superficie; 2. Aplicar: limpie residuos y aplique una capa uniforme, en materiales porosos aplique una segunda capa tras 5 a 10 minutos; 3. Secado: deje secar sin exceder 80 minutos; 4. Unir: junte las superficies y aplique presión con rodillo, martillo o prensa."
SI,CO-MT-080,MEGAFORT  Tack,"Es un adhesivo industrial de alto desempeño formulado con cauchos de policloropreno, resinas sintéticas y solventes orgánicos. Se caracteriza por ser un líquido viscoso de color amarillo oscuro traslúcido.

Usos Principales:
Unión de materiales como cuero, fieltro, madera, fórmica, aglomerados, espumas, sintéticos, micoporosa y neolite.
Carpintería, mueblería, enchapados, acabados de construcción (tapetes, guarda escobas) y tapicería (muebles y automotores).
",MEGAFORT  Tack 8 Gal,CO-MT,8 Gal,,Calzado,Multiusos,,0,1,,1111150383,megafort-tack-8-gal,products/Megafort Tack/Megafort_Tack_8Gal/Megafort_8Gal.jpg,,ADHESIVO ESTRUCTURAL DE ALTO DESEMPEÑO,Alta fuerza inicial Excelente fuerza final Unión estructural Buena aplicación,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P260: no respirar vapores. P280: usar guantes, ropa y protección ocular. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar with agua. P370 + P378: en caso de incendio, usar espuma, polvo químico o CO2. P403+P235: almacenar en lugar ventilado y fresco. P501: eliminar el contenido conforme a normativa.","Preparar: retire polvo, grasa o contaminantes, lijando o cardando la superficie; 2. Aplicar: limpie residuos y aplique una capa uniforme, en materiales porosos aplique una segunda capa tras 5 a 10 minutos; 3. Secado: deje secar sin exceder 80 minutos; 4. Unir: junte las superficies y aplique presión con rodillo, martillo o prensa."
SI,CO-MT-530,MEGAFORT  Tack,"Es un adhesivo industrial de alto desempeño formulado con cauchos de policloropreno, resinas sintéticas y solventes orgánicos. Se caracteriza por ser un líquido viscoso de color amarillo oscuro traslúcido.

Usos Principales:
Unión de materiales como cuero, fieltro, madera, fórmica, aglomerados, espumas, sintéticos, micoporosa y neolite.
Carpintería, mueblería, enchapados, acabados de construcción (tapetes, guarda escobas) y tapicería (muebles y automotores).
",MEGAFORT  Tack 53 Gal,CO-MT,53 Gal,,Calzado,Multiusos,,0,1,,11111190252,megafort-tack-53-gal,products/Megafort Tack/Megafort_Tack_53Gal/Megafort_53Gal.jpg,,ADHESIVO ESTRUCTURAL DE ALTO DESEMPEÑO,Alta fuerza inicial Excelente fuerza final Unión estructural Buena aplicación,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P210: mantener alejado del calor, chispas y llamas, no fumar. P243: tomar medidas contra descargas electrostáticas. P260: no respirar vapores. P280: usar guantes, ropa y protección ocular. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P303+P361+P353: en contacto con la piel, retirar ropa contaminada y enjuagar with agua. P370 + P378: en caso de incendio, usar espuma, polvo químico o CO2. P403+P235: almacenar en lugar ventilado y fresco. P501: eliminar el contenido conforme a normativa.","Preparar: retire polvo, grasa o contaminantes, lijando o cardando la superficie; 2. Aplicar: limpie residuos y aplique una capa uniforme, en materiales porosos aplique una segunda capa tras 5 a 10 minutos; 3. Secado: deje secar sin exceder 80 minutos; 4. Unir: junte las superficies y aplique presión con rodillo, martillo o prensa."
SI,CO-MB-003,Megafort BT," Es un adhesivo industrial de contacto de alto rendimiento a base de cauchos de policloropreno, resinas sintéticas y solventes orgánicos (bajo contenido de tolueno).

UsosPrincipales: Principalmente en la industria del calzado para pegar materiales disímiles (caucho vulcanizado, microporosa, neolite, viras en salpa, cueros) y materiales corrientes (crupón, cueros, odenas, forros). No apto para cueros grasos.
",Megafort BT 3000,CO-MB,3000,,Calzado,Multiusos,,0,1,,1111060317,megafort-bt-3l,products/Megafort BT/Megafort_BT_3000/Megafort_BT_3000-01.jpg,products/Megafort BT/Megafort_BT_3000/Megafort_BT_3000-02.jpg|products/Megafort BT/Megafort_BT_3000/Megafort_BT_3000-03.jpg,ADHESIVO DE ALTO RENDIMIENTO - BAJO EN TOLUENO,Bajo contenido de tolueno Resistencia al calor Amplio tiempo de secado Excelentes fuerzas de unión,,,,GHS02|GHS07|GHS08|GHS09,"H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H411: Tóxico para organismos acuáticos, con efectos duraderos.","P210: Mantener alejado de calor, superficies calientes, chispas y llamas abiertas. No fumar. P240+P241+P242+P243: Conectar a tierra el recipiente. Utilizar equipos a prueba de explosión. P261: Evitar respirar vapores. P271+P273: Usar únicamente en lugares bien ventilados. P280: Usar guantes / protección ocular / protección facial. P301+P310+P331: EN CASO DE INGESTIÓN: llamar inmediatamente a un centro toxicológico. P303+P361+P353: PIEL: quitar ropa contaminada y lavar con agua. P304+P340: INHALACIÓN: trasladar al aire fresco. P370+P378: En caso de incendio: usar espuma, CO2 o polvo químico. P403+P235+P405: Almacenar en lugar fresco, bien ventilado y bajo llave. P501: Eliminar conforme a la normativa local.","Preparar: Retire de las superficies polvo y grasa. Preferiblemente carde, lije o pula las superficies a unir. Limpie el polvillo utilizando soplete, cepillo o Removedor 222F. 2. Aplicar: En materiales porosos, haga una primera aplicación delgada y uniforme, déjela secar de 5 a 10 minutos y aplique una segunda capa. 3. Secado: Deje secar el pegante sin exceder los 60 minutos. 4. Unir: Junte las superficies y someta a presión fuerte mediante rodillo, martillo o máquina pegadora."
SI,CO-MB-045,Megafort BT," Es un adhesivo industrial de contacto de alto rendimiento a base de cauchos de policloropreno, resinas sintéticas y solventes orgánicos (bajo contenido de tolueno).

UsosPrincipales: Principalmente en la industria del calzado para pegar materiales disímiles (caucho vulcanizado, microporosa, neolite, viras en salpa, cueros) y materiales corrientes (crupón, cueros, odenas, forros). No apto para cueros grasos.
",Megafort BT 4.5 Gal,CO-MB,4.5 Gal,,Calzado,Multiusos,,0,1,,1111060327,megafort-bt-4-5-gal,products/Megafort BT/Megafort_BT_4.5Gal/Megafort_BT_4.5Gal.jpg,,ADHESIVO DE ALTO RENDIMIENTO - BAJO EN TOLUENO,Bajo contenido de tolueno Resistencia al calor Amplio tiempo de secado Excelentes fuerzas de unión,,,,GHS02|GHS07|GHS08|GHS09,"H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H411: Tóxico para organismos acuáticos, con efectos duraderos.","P210: Mantener alejado de calor, superficies calientes, chispas y llamas abiertas. No fumar. P240+P241+P242+P243: Conectar a tierra el recipiente. Utilizar equipos a prueba de explosión. P261: Evitar respirar vapores. P271+P273: Usar únicamente en lugares bien ventilados. P280: Usar guantes / protección ocular / protección facial. P301+P310+P331: EN CASO DE INGESTIÓN: llamar inmediatamente a un centro toxicológico. P303+P361+P353: PIEL: quitar ropa contaminada y lavar con agua. P304+P340: INHALACIÓN: trasladar al aire fresco. P370+P378: En caso de incendio: usar espuma, CO2 o polvo químico. P403+P235+P405: Almacenar en lugar fresco, bien ventilado y bajo llave. P501: Eliminar conforme a la normativa local.","Preparar: Retire de las superficies polvo y grasa. Preferiblemente carde, lije o pula las superficies a unir. Limpie el polvillo utilizando soplete, cepillo o Removedor 222F. 2. Aplicar: En materiales porosos, haga una primera aplicación delgada y uniforme, déjela secar de 5 a 10 minutos y aplique una segunda capa. 3. Secado: Deje secar el pegante sin exceder los 60 minutos. 4. Unir: Junte las superficies y someta a presión fuerte mediante rodillo, martillo o máquina pegadora."
SI,CO-MB-080,Megafort BT," Es un adhesivo industrial de contacto de alto rendimiento a base de cauchos de policloropreno, resinas sintéticas y solventes orgánicos (bajo contenido de tolueno).

UsosPrincipales: Principalmente en la industria del calzado para pegar materiales disímiles (caucho vulcanizado, microporosa, neolite, viras en salpa, cueros) y materiales corrientes (crupón, cueros, odenas, forros). No apto para cueros grasos.
",Megafort BT 8 Gal,CO-MB,8 Gal,,Calzado,Multiusos,,0,1,,1111150483,megafort-bt-8-gal,products/Megafort BT/Megafort_BT_8Gal/Megafort_BT_8Gal.jpg,,ADHESIVO DE ALTO RENDIMIENTO - BAJO EN TOLUENO,Bajo contenido de tolueno Resistencia al calor Amplio tiempo de secado Excelentes fuerzas de unión,,,,GHS02|GHS07|GHS08|GHS09,"H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H411: Tóxico para organismos acuáticos, con efectos duraderos.","P210: Mantener alejado de calor, superficies calientes, chispas y llamas abiertas. No fumar. P240+P241+P242+P243: Conectar a tierra el recipiente. Utilizar equipos a prueba de explosión. P261: Evitar respirar vapores. P271+P273: Usar únicamente en lugares bien ventilados. P280: Usar guantes / protección ocular / protección facial. P301+P310+P331: EN CASO DE INGESTIÓN: llamar inmediatamente a un centro toxicológico. P303+P361+P353: PIEL: quitar ropa contaminada y lavar con agua. P304+P340: INHALACIÓN: trasladar al aire fresco. P370+P378: En caso de incendio: usar espuma, CO2 o polvo químico. P403+P235+P405: Almacenar en lugar fresco, bien ventilado y bajo llave. P501: Eliminar conforme a la normativa local.","Preparar: Retire de las superficies polvo y grasa. Preferiblemente carde, lije o pula las superficies a unir. Limpie el polvillo utilizando soplete, cepillo o Removedor 222F. 2. Aplicar: En materiales porosos, haga una primera aplicación delgada y uniforme, déjela secar de 5 a 10 minutos y aplique una segunda capa. 3. Secado: Deje secar el pegante sin exceder los 60 minutos. 4. Unir: Junte las superficies y someta a presión fuerte mediante rodillo, martillo o máquina pegadora."
SI,,Megafort BT," Es un adhesivo industrial de contacto de alto rendimiento a base de cauchos de policloropreno, resinas sintéticas y solventes orgánicos (bajo contenido de tolueno).

UsosPrincipales: Principalmente en la industria del calzado para pegar materiales disímiles (caucho vulcanizado, microporosa, neolite, viras en salpa, cueros) y materiales corrientes (crupón, cueros, odenas, forros). No apto para cueros grasos.
",Megafort BT 53 Gal,CO-MB,53 Gal,,Calzado,Multiusos,,,,,,,products/Megafort BT/Megafort_BT_53Gal/Megafort_BT_53Gal.jpg,,,,,,,,"H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos tras exposiciones prolongadas o repetidas. H411: Tóxico para organismos acuáticos, con efectos duraderos.","P210: Mantener alejado de calor, superficies calientes, chispas y llamas abiertas. No fumar. P240+P241+P242+P243: Conectar a tierra el recipiente. Utilizar equipos a prueba de explosión. P261: Evitar respirar vapores. P271+P273: Usar únicamente en lugares bien ventilados. P280: Usar guantes / protección ocular / protección facial. P301+P310+P331: EN CASO DE INGESTIÓN: llamar inmediatamente a un centro toxicológico. P303+P361+P353: PIEL: quitar ropa contaminada y lavar con agua. P304+P340: INHALACIÓN: trasladar al aire fresco. P370+P378: En caso de incendio: usar espuma, CO2 o polvo químico. P403+P235+P405: Almacenar en lugar fresco, bien ventilado y bajo llave. P501: Eliminar conforme a la normativa local.","Preparar: Retire de las superficies polvo y grasa. Preferiblemente carde, lije o pula las superficies a unir. Limpie el polvillo utilizando soplete, cepillo o Removedor 222F. 2. Aplicar: En materiales porosos, haga una primera aplicación delgada y uniforme, déjela secar de 5 a 10 minutos y aplique una segunda capa. 3. Secado: Deje secar el pegante sin exceder los 60 minutos. 4. Unir: Junte las superficies y someta a presión fuerte mediante rodillo, martillo o máquina pegadora."
SI,,Incafom NF7,Falta Información,Incafom NF7 20kg,,20kg,,Tapicería,Colchones,,,,,,,products/Incafom NF7/Incafom_NF7_20kg/Incafom_NF_20Kg.jpg,,,,,,,,H315: Provoca irritación cutánea. H317: Puede provocar una reacción alérgica en la piel. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H351: Se sospecha que puede provocar cáncer.,"P261: Evitar la inhalación de vapores. P280: Llevar equipo de protección (guantes, gafas, y respirador si procede). P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua y jabón. P305+P351+P338: EN CASO DE CONTACTO CON LOS OJOS: Enjuagar cuidadosamente con agua varios minutos. Quitar lentes de contacto si lleva y resulta fácil; continuar enjuagando. P308+P313: EN CASO de exposición o sospecha de exposición (a agente carcinógeno): Buscar atención médica. P333+P313: Si aparece irritación o erupción cutánea: Consultar a un médico.","Preparar: Las superficies deben estar totalmente libres de polvo, grasas, tintas, aceites y cualquier otra impureza. 2. Aplicar: Aplique sobre las superficies a unir utilizando pistola (spray) a 30 PSI; se recomienda usar una boquilla de 1,8 a 2,0 mm. 3. Secado: Deje secar el adhesivo por un tiempo máximo de 15 minutos luego de su aplicación. 4. Unir: Junte las superficies ejerciendo presión con la mano, rodillo, prensa o golpeando firmemente con un martillo."
SI,,Incafom NF7,Falta Información,Incafom NF7 30kg,,30kg,,Tapicería,Colchones,,,,,,,products/Incafom NF7/Incafom_NF7_30kg/Incafom_NF_30Kg.jpg,,,,,,,,H315: Provoca irritación cutánea. H317: Puede provocar una reacción alérgica en la piel. H319: Provoca irritación ocular grave. H336: Puede provocar somnolencia o vértigo. H351: Se sospecha que puede provocar cáncer.,"P261: Evitar la inhalación de vapores. P280: Llevar equipo de protección (guantes, gafas, y respirador si procede). P302+P352: EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua y jabón. P305+P351+P338: EN CASO DE CONTACTO CON LOS OJOS: Enjuagar cuidadosamente con agua varios minutos. Quitar lentes de contacto si lleva y resulta fácil; continuar enjuagando. P308+P313: EN CASO de exposición o sospecha de exposición (a agente carcinógeno): Buscar atención médica. P333+P313: Si aparece irritación o erupción cutánea: Consultar a un médico.","Preparar: Las superficies deben estar totalmente libres de polvo, grasas, tintas, aceites y cualquier otra impureza. 2. Aplicar: Aplique sobre las superficies a unir utilizando pistola (spray) a 30 PSI; se recomienda usar una boquilla de 1,8 a 2,0 mm. 3. Secado: Deje secar el adhesivo por un tiempo máximo de 15 minutos luego de su aplicación. 4. Unir: Junte las superficies ejerciendo presión con la mano, rodillo, prensa o golpeando firmemente con un martillo."
